Index;Distribution;Cardinality;Indexed fields;Cacheline length;Average query time (in ms)
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000000;2;32;1.71
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000000;2;64;1.77
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000000;2;8;1.71
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000000;2;16;1.32
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000000;2;32;1.21
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000000;2;64;1.45
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000000;3;8;4.32
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000000;3;16;2.7
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000000;3;32;1.9
MultiVersionColumnImprintsSecondaryRecordIndex;RandomGrouped;1000000;3;64;1.69
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000000;3;8;1.73
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000000;3;16;1.38
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000000;3;32;1.75
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;RandomGrouped;1000000;3;64;1.61
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10;1;8;215.71
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10;1;16;218.37
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10;1;32;210.83
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10;1;64;211.5
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10;1;8;214.71
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10;1;16;215.25
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10;1;32;215.86
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10;1;64;211.18
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10;2;8;8.69
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10;2;16;8.68
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10;2;32;10.03
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10;2;64;10.45
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10;2;8;7.58
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10;2;16;8.34
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10;2;32;9.16
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10;2;64;10.73
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10;3;8;9.75
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10;3;16;12.02
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10;3;32;10.36
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10;3;64;11.01
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10;3;8;7.34
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10;3;16;8.48
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10;3;32;9.75
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10;3;64;10.88
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100;1;8;35.12
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100;1;16;33.65
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100;1;32;33.64
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100;1;64;34.15
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100;1;8;35.98
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100;1;16;32.63
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100;1;32;33.61
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100;1;64;34.68
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100;2;8;6.08
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100;2;16;5.67
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100;2;32;6.95
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100;2;64;8.36
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100;2;8;4.24
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100;2;16;4.19
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100;2;32;5.84
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100;2;64;7.56
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100;3;8;6.53
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100;3;16;6.73
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100;3;32;7.1
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100;3;64;8.62
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100;3;8;4.03
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100;3;16;5.12
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100;3;32;6.47
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100;3;64;8.71
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000;1;8;10.04
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000;1;16;9.52
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000;1;32;9.35
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000;1;64;11.1
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000;1;8;8.29
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000;1;16;8.9
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000;1;32;9.74
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000;1;64;11.12
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000;2;8;5.68
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000;2;16;4.5
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000;2;32;4.76
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000;2;64;6.19
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000;2;8;3.21
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000;2;16;3.7
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000;2;32;3.98
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000;2;64;6.74
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000;3;8;5.98
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000;3;16;5.16
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000;3;32;4.96
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000;3;64;7.44
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000;3;8;3.24
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000;3;16;3.82
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000;3;32;4.59
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000;3;64;6.94
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10000;1;8;7.26
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10000;1;16;4.52
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10000;1;32;3.58
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10000;1;64;3.74
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10000;1;8;3.76
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10000;1;16;3.07
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10000;1;32;3.41
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10000;1;64;3.19
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10000;2;8;6.85
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10000;2;16;3.95
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10000;2;32;2.77
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10000;2;64;3.25
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10000;2;8;2.6
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10000;2;16;2.2
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10000;2;32;2.26
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10000;2;64;2.59
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10000;3;8;6.97
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10000;3;16;4.21
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10000;3;32;2.61
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;10000;3;64;2.7
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10000;3;8;2.45
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10000;3;16;2.25
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10000;3;32;1.86
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;10000;3;64;2.19
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100000;1;8;3.03
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100000;1;16;2.43
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100000;1;32;2.15
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100000;1;64;1.53
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100000;1;8;2.98
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100000;1;16;2.25
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100000;1;32;1.3
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100000;1;64;1.27
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100000;2;8;5.32
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100000;2;16;3.93
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100000;2;32;2.46
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100000;2;64;1.65
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100000;2;8;2.61
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100000;2;16;1.64
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100000;2;32;1.3
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100000;2;64;1.21
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100000;3;8;5.86
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100000;3;16;4.32
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100000;3;32;2.58
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;100000;3;64;1.77
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100000;3;8;2.34
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100000;3;16;1.61
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100000;3;32;1.44
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;100000;3;64;1.29
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000000;1;8;0.81
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000000;1;16;0.87
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000000;1;32;1.15
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000000;1;64;0.89
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000000;1;8;1.98
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000000;1;16;1.16
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000000;1;32;0.76
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000000;1;64;0.61
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000000;2;8;4.03
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000000;2;16;2.84
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000000;2;32;2.39
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000000;2;64;1.5
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000000;2;8;2.17
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000000;2;16;1.49
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000000;2;32;1.2
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000000;2;64;0.95
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000000;3;8;4.42
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000000;3;16;3.76
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000000;3;32;2.04
MultiVersionColumnImprintsSecondaryRecordIndex;Modulo;1000000;3;64;1.58
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000000;3;8;2.23
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000000;3;16;1.67
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000000;3;32;1.34
MultiVersionColumnImprintsSecondaryRecordIndexWithoutRLECompression;Modulo;1000000;3;64;1.05

